Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
MBA,Economics,8.65,no,5,"R, Statistics, Data Analysis",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Computer Science,8.01,yes,5,"Python, SQL, Machine Learning, Java, C++",AWS Certified,IT,Data Scientist,Data Scientist
B.Tech,Mechanical,8.84,yes,0,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
B.Tech,Computer Science,8.08,no,6,"Java, SQL, Python",Six Sigma,Finance,Software Engineer,Software Engineer
B.Tech,Electrical,9.38,yes,8,"VHDL, Circuit Design",Six Sigma,Education,Hardware Engineer,Software Engineer
B.Tech,Electrical,7.19,yes,4,"C, VHDL, MATLAB, Circuit Design",Data Science Certificate,Engineer,Hardware Engineer,Software Engineer
MBA,Economics,7,no,10,"Data Analysis, Econometrics, Statistics",Six Sigma,Finance,Financial Analyst,Data Analyst
MBA,Finance,9.51,yes,3,"Financial Modeling, Accounting, Excel, SQL",AWS Certified,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Electrical,9.71,yes,9,"Circuit Design, VHDL, Embedded Systems, C",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
MBA,Economics,9.12,yes,2,"R, Data Analysis",PMP,Education,Financial Analyst,Data Analyst
MBA,Economics,5.6,no,7,"Statistics, Econometrics, R",Data Science Certificate,ReseaEngineerrch,Financial Analyst,Data Analyst
M.Tech,Mechanical,6.87,yes,3,"AutoCAD, MATLAB",Data Science Certificate,IT,Design Engineer,Software Engineer
M.Tech,Mechanical,7.35,no,0,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
MBA,Economics,6.25,yes,8,"Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
M.Tech,Mechanical,8.35,yes,3,"Thermodynamics, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
B.Tech,Computer Science,6.46,yes,0,"Machine Learning, Python, Java",Data Science Certificate,Engineer,Data Analyst,Data Analyst
M.Tech,Computer Science,9,no,1,"C++, Machine Learning, Java, Python, SQL",Six Sigma,IT,Data Scientist,Data Scientist
MBA,Economics,9.12,yes,8,"Statistics, Python, R, Data Analysis",AWS Certified,Finance,Financial Analyst,Data Analyst
MBA,Economics,6.63,yes,3,"Econometrics, R, Python",Data Science Certificate,Finance,Financial Analyst,Data Analyst
B.Tech,Computer Science,9.87,yes,6,"Java, C++, Machine Learning, Python, SQL",PMP,Education,Data Scientist,Data Scientist
MBA,Economics,7,yes,4,"Python, Econometrics, R, Data Analysis",PMP,Manufacturing,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.74,no,10,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
M.Tech,Computer Science,9.31,no,0,"C++, Java",Six Sigma,IT,Software Engineer,Software Engineer
B.Tech,Electrical,5.29,yes,2,"MATLAB, Embedded Systems, VHDL, Circuit Design, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
MBA,Finance,5.86,yes,2,"Financial Modeling, SQL, Excel, Accounting, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
MBA,Economics,8.16,yes,9,"R, Econometrics, Data Analysis, Python, Statistics",AWS Certified,IT,Financial Analyst,Data Analyst
MBA,Economics,9.8,yes,2,"Data Analysis, R, Statistics, Econometrics",PMP,Education,Financial Analyst,Data Analyst
MBA,Economics,7.38,no,2,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
MBA,Economics,6.39,no,9,"Data Analysis, R, Econometrics, Python, Statistics",PMP,IT,Financial Analyst,Data Analyst
MBA,Economics,7.89,yes,10,"R, Data Analysis",Data Science Certificate,IT,Financial Analyst,Data Analyst
M.Tech,Mechanical,6.73,yes,1,"AutoCAD, MATLAB",Data Science Certificate,IT,Design Engineer,Software Engineer
B.Tech,Electrical,8.05,no,0,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
MBA,Economics,7.15,yes,6,"Python, Econometrics",AWS Certified,IT,Financial Analyst,Data Analyst
MBA,Finance,7.92,no,8,"Risk Analysis, Accounting, Excel",Data Science Certificate,Manufacturing,Investment Analyst,Data Analyst
MBA,Economics,7.07,no,12,"Data Analysis, Econometrics, Statistics",Six Sigma,Finance,Financial Analyst,Data Analyst
MBA,Finance,6.09,no,11,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Mechanical,7.14,yes,6,"MATLAB, Thermodynamics, AutoCAD",PMP,Research,Design Engineer,Software Engineer
MBA,Economics,9.53,no,1,"Python, Data Analysis, Econometrics, Statistics, R",AWS Certified,Research,Financial Analyst,Data Analyst
MBA,Finance,9.16,yes,5,"Financial Modeling, Accounting, Excel, SQL, Risk Analysis",AWS Certified,Manufacturing,Investment Analyst,Data Analyst
MBA,Finance,6.83,no,12,"Accounting, SQL, Excel, Financial Modeling, Risk Analysis",AWS Certified,IT,Investment Analyst,Data Analyst
MBA,Economics,9.29,yes,1,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Finance,6.63,no,2,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
MBA,Finance,6.69,no,5,"Accounting, Financial Modeling, Excel",Data Science Certificate,Finance,Financial Analyst,Data Analyst
B.Tech,Mechanical,5.75,no,11,"SolidWorks, AutoCAD, Thermodynamics",Six Sigma,Manufacturing,Design Engineer,Software Engineer
B.Tech,Mechanical,8.11,no,13,"Thermodynamics, SolidWorks, AutoCAD",PMP,Finance,Design Engineer,Software Engineer
MBA,Economics,6.72,no,9,"Data Analysis, Econometrics, Statistics",Six Sigma,Finance,Financial Analyst,Data Analyst
MBA,Economics,9.88,yes,6,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
B.Tech,Mechanical,8.55,yes,2,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
MBA,Finance,6.79,no,7,"Accounting, SQL, Excel, Financial Modeling, Risk Analysis",AWS Certified,IT,Investment Analyst,Data Analyst
B.Tech,Mechanical,7.19,no,13,"Thermodynamics, SolidWorks, AutoCAD",PMP,Finance,Design Engineer,Software Engineer
MBA,Economics,7.02,yes,4,"Python, Econometrics",AWS Certified,IT,Financial Analyst,Data Analyst
MBA,Finance,7.35,yes,11,"Financial Modeling, Accounting",Data Science Certificate,IT,Financial Analyst,Data Analyst
M.Tech,Computer Science,6.88,yes,12,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
MBA,Economics,6.4,no,6,"Python, Data Analysis, Econometrics, Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
B.Tech,Electrical,5.08,no,1,"Embedded Systems, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,5,no,7,"Thermodynamics, MATLAB, SolidWorks, AutoCAD",Data Science Certificate,Finance,Design Engineer,Software Engineer
M.Tech,Computer Science,7.59,no,0,"Machine Learning, SQL",Six Sigma,Manufacturing,Data Scientist,Data Scientist
M.Tech,Computer Science,8.04,no,0,"Machine Learning, SQL",Six Sigma,Manufacturing,Data Scientist,Data Scientist
MBA,Finance,5.59,yes,8,"Accounting, Excel, Financial Modeling",AWS Certified,Finance,Financial Analyst,Data Analyst
M.Tech,Computer Science,6.54,yes,9,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
MBA,Finance,9.47,yes,5,"Financial Modeling, Accounting, Excel, SQL",AWS Certified,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Electrical,7.01,yes,5,"C, VHDL, MATLAB, Circuit Design",Data Science Certificate,Research,Hardware Engineer,Software Engineer
B.Tech,Electrical,5.27,no,1,"Embedded Systems, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,8.5,no,8,"Machine Learning, Java, Python",AWS Certified,IT,Data Scientist,Data Scientist
B.Tech,Electrical,6.23,yes,6,"Embedded Systems, C, Circuit Design, MATLAB, VHDL",Six Sigma,Manufacturing,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,8.04,no,9,"Thermodynamics, MATLAB",PMP,Manufacturing,Mechanical Engineer,Mechanical Engineer
B.Tech,Electrical,10,yes,2,"Circuit Design, Embedded Systems",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,7.7,yes,2,"Machine Learning, Python",Data Science Certificate,Education,Data Scientist,Data Scientist
B.Tech,Computer Science,5.35,yes,7,"SQL, Machine Learning, C++, Java",PMP,IT,Data Analyst,Data Analyst
M.Tech,Mechanical,5.75,no,8,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
M.Tech,Computer Science,8.08,yes,9,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
B.Tech,Computer Science,8.07,no,8,"Java, SQL, Python",Six Sigma,Finance,Software Engineer,Software Engineer
MBA,Economics,7,no,5,"Python, Data Analysis, Econometrics, Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
M.Tech,Computer Science,8,no,1,"Machine Learning, SQL",Six Sigma,Manufacturing,Data Scientist,Data Scientist
MBA,Economics,9,no,6,"R, Statistics, Data Analysis",Data Science Certificate,Research,Financial Analyst,Data Analyst
MBA,Finance,6.82,yes,7,"Financial Modeling, Accounting",Data Science Certificate,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,6.95,yes,3,"C, VHDL, MATLAB, Circuit Design",Data Science Certificate,Research,Hardware Engineer,Software Engineer
B.Tech,Mechanical,7.83,no,11,"Thermodynamics, AutoCAD, SolidWorks",PMP,Research,Design Engineer,Software Engineer
M.Tech,Mechanical,8.43,yes,6,"Thermodynamics, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
B.Tech,Electrical,6.8,no,3,"Embedded Systems, VHDL, Circuit Design, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,7.02,yes,8,"Thermodynamics, MATLAB, AutoCAD",AWS Certified,Manufacturing,Design Engineer,Software Engineer
M.Tech,Mechanical,7.44,yes,5,"MATLAB, Thermodynamics, AutoCAD",PMP,Research,Design Engineer,Software Engineer
M.Tech,Mechanical,8.01,yes,3,"Thermodynamics, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
MBA,Finance,9.47,yes,1,"Financial Modeling, Accounting, Excel, SQL",AWS Certified,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Electrical,5.74,yes,12,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Electrical,5.87,yes,7,"Embedded Systems, C, Circuit Design, MATLAB, VHDL",Six Sigma,Manufacturing,Embedded Systems Engineer,Software Engineer
MBA,Finance,10,yes,8,"Financial Modeling, Accounting, Excel, SQL, Risk Analysis",AWS Certified,Manufacturing,Investment Analyst,Data Analyst
M.Tech,Mechanical,5.07,yes,8,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
MBA,Finance,5.91,no,12,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
B.Tech,Computer Science,7.54,yes,6,"Machine Learning, Python",Data Science Certificate,Education,Data Scientist,Data Scientist
B.Tech,Mechanical,8.06,yes,12,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
B.Tech,Mechanical,8.75,no,3,"Thermodynamics, SolidWorks",AWS Certified,Manufacturing,Design Engineer,Software Engineer
MBA,Finance,8.88,yes,1,"Accounting, Financial Modeling, Excel",Data Science Certificate,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Computer Science,7.93,yes,5,"Machine Learning, Python",Data Science Certificate,Education,Data Scientist,Data Scientist
MBA,Finance,10,yes,7,"Excel, Risk Analysis",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,9.4,yes,5,"VHDL, MATLAB, C",Six Sigma,IT,Hardware Engineer,Software Engineer
B.Tech,Electrical,9.51,yes,8,"Circuit Design, VHDL, Embedded Systems, C",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,7.26,yes,10,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Finance,Design Engineer,Software Engineer
MBA,Finance,9.45,no,6,"Financial Modeling, SQL, Accounting, Excel",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Finance,6.52,no,7,"Accounting, Financial Modeling, Excel",Data Science Certificate,Finance,Financial Analyst,Data Analyst
MBA,Finance,5.7,yes,8,"Accounting, Excel, Financial Modeling",AWS Certified,Finance,Financial Analyst,Data Analyst
B.Tech,Computer Science,10,yes,9,"Java, C++, Machine Learning, Python, SQL",PMP,Education,Data Scientist,Data Scientist
MBA,Economics,10,yes,10,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Computer Science,5.64,no,11,"SQL, Python, C++, Java, Machine Learning",PMP,Education,Data Analyst,Data Analyst
B.Tech,Mechanical,8.82,yes,7,"MATLAB, Thermodynamics, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,7.22,yes,1,"R, Data Analysis, Python",Six Sigma,IT,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.96,no,12,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
B.Tech,Mechanical,8.81,no,2,"Thermodynamics, SolidWorks",AWS Certified,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,6.75,yes,2,"Python, Econometrics, R, Data Analysis",PMP,Manufacturing,Financial Analyst,Data Analyst
M.Tech,Mechanical,8.83,yes,9,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
M.Tech,Mechanical,7.09,no,1,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
B.Tech,Electrical,8.69,no,0,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
MBA,Economics,9.29,yes,6,"Statistics, Python, R, Data Analysis",AWS Certified,Finance,Financial Analyst,Data Analyst
M.Tech,Mechanical,5.06,yes,10,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
B.Tech,Mechanical,5.43,no,5,"AutoCAD, MATLAB, SolidWorks",PMP,Education,Design Engineer,Software Engineer
M.Tech,Computer Science,8.74,yes,3,"Python, C++",PMP,Finance,Software Engineer,Software Engineer
M.Tech,Mechanical,6.97,yes,9,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Finance,Design Engineer,Software Engineer
B.Tech,Electrical,5.62,yes,4,"MATLAB, Embedded Systems, VHDL, Circuit Design, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,10,yes,9,"Java, Machine Learning, Python, C++",Six Sigma,IT,Data Scientist,Data Scientist
MBA,Finance,6.04,yes,5,"Financial Modeling, SQL, Excel, Accounting, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Mechanical,9.99,no,2,"AutoCAD, MATLAB, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
M.Tech,Computer Science,8.41,yes,7,"Python, SQL, Machine Learning, Java, C++",AWS Certified,IT,Data Scientist,Data Scientist
M.Tech,Mechanical,8.79,yes,8,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
M.Tech,Mechanical,7.6,no,0,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
MBA,Economics,6.16,yes,11,"Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
M.Tech,Mechanical,5.89,no,4,"Thermodynamics, MATLAB, SolidWorks, AutoCAD",Data Science Certificate,Finance,Design Engineer,Software Engineer
B.Tech,Electrical,9.25,yes,1,"MATLAB, VHDL, C, Circuit Design",AWS Certified,Finance,Hardware Engineer,Software Engineer
M.Tech,Mechanical,8.04,yes,6,"Thermodynamics, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
MBA,Economics,8.46,yes,8,"R, Econometrics, Data Analysis, Python, Statistics",AWS Certified,IT,Financial Analyst,Data Analyst
M.Tech,Computer Science,7.94,yes,3,"Python, SQL, Machine Learning, Java, C++",AWS Certified,IT,Data Scientist,Data Scientist
M.Tech,Computer Science,7.91,yes,9,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
MBA,Finance,6.99,yes,7,"Financial Modeling, Accounting",Data Science Certificate,IT,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.25,no,8,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
B.Tech,Electrical,9.51,yes,9,"Circuit Design, VHDL, Embedded Systems, C",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,8.68,no,9,"Machine Learning, Java, Python",AWS Certified,IT,Data Scientist,Data Scientist
MBA,Finance,5.96,yes,6,"Accounting, Excel, Financial Modeling",AWS Certified,Finance,Financial Analyst,Data Analyst
MBA,Economics,6.96,yes,1,"R, Data Analysis, Python",Six Sigma,IT,Financial Analyst,Data Analyst
MBA,Finance,8.04,no,0,"Excel, Risk Analysis, Accounting, Financial Modeling, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
M.Tech,Mechanical,6.43,yes,5,"AutoCAD, MATLAB",Data Science Certificate,IT,Design Engineer,Software Engineer
B.Tech,Computer Science,5.42,no,6,"Machine Learning, C++",AWS Certified,Education,Data Analyst,Data Analyst
B.Tech,Mechanical,9.83,yes,9,"Thermodynamics, AutoCAD, SolidWorks, MATLAB",PMP,Finance,Design Engineer,Software Engineer
B.Tech,Electrical,8.07,no,0,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,10,yes,8,"Thermodynamics, AutoCAD, SolidWorks, MATLAB",PMP,Finance,Design Engineer,Software Engineer
M.Tech,Computer Science,6.12,yes,8,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
M.Tech,Computer Science,10,yes,3,"C++, Machine Learning, SQL, Java",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
MBA,Finance,6.23,no,6,"Financial Modeling, SQL",Six Sigma,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Electrical,5.22,yes,7,"Circuit Design, Embedded Systems, VHDL, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,6.73,yes,5,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Finance,Design Engineer,Software Engineer
MBA,Finance,8.08,no,9,"Risk Analysis, Accounting, Excel",Data Science Certificate,Manufacturing,Investment Analyst,Data Analyst
MBA,Finance,5.42,yes,2,"Financial Modeling, SQL, Excel, Accounting, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Mechanical,7.01,yes,4,"Thermodynamics, MATLAB, AutoCAD",AWS Certified,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,6.74,no,6,"Python, Data Analysis, Econometrics, Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.58,no,12,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
MBA,Finance,9.73,yes,2,"Financial Modeling, Excel, Accounting, Risk Analysis, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
B.Tech,Computer Science,8.37,no,4,"Java, SQL, Python",Six Sigma,Finance,Software Engineer,Software Engineer
M.Tech,Computer Science,5.53,no,13,"SQL, Python, C++, Java, Machine Learning",PMP,Education,Data Analyst,Data Analyst
MBA,Finance,6.22,yes,1,"Financial Modeling, SQL, Excel, Accounting, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Computer Science,9.1,no,3,"C++, Machine Learning, Java, Python, SQL",Six Sigma,IT,Data Scientist,Data Scientist
